"Title","Source title","DOI","Link","Abstract","Author Keywords"
"Metabolomic profiles of chronic distress are associated with cardiovascular disease risk and inflammation-related risk factors","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170088984&doi=10.1016%2Fj.bbi.2023.08.010&partnerID=40&md5=cad358e87d7ea975e9076b6435fc5bae","Background: Chronic psychological distress is associated with increased risk of cardiovascular disease (CVD) and investigators have posited inflammatory factors may be centrally involved in these relationships. However, mechanistic evidence and molecular underpinnings of these processes remain unclear, and data are particularly sparse among women. This study examined if a metabolite profile linked with distress was associated with increased CVD risk and inflammation-related risk factors. Methods: A plasma metabolite-based distress score (MDS) of twenty chronic psychological distress-related metabolites was developed in cross-sectional, 1:1 matched case-control data comprised of 558 women from the Nurses’ Health Study (NHS; 279 women with distress, 279 controls). This MDS was then evaluated in two other cohorts: the Women's Health Initiative Observational Cohort (WHI-OS) and the Prevención con Dieta Mediterránea (PREDIMED) trial. We tested the MDS's association with risk of future CVD in each sample and with levels of C-reactive protein (CRP) in the WHI-OS. The WHI-OS subsample included 944 postmenopausal women (472 CHD cases; mean time to event = 5.8 years); the PREDIMED subsample included 980 men and women (224 CVD cases, mean time to event = 3.1 years). Results: In the WHI-OS, a 1-SD increase in the plasma MDS was associated with a 20% increased incident CHD risk (odds ratio [OR] = 1.20, 95% CI: 1.04 – 1.38), adjusting for known CVD risk factors excluding total and HDL cholesterol. This association was attenuated after including total and HDL cholesterol. CRP mediated an average 12.9% (95% CI: 4.9% – 28%, p < 10-15) of the total effect of MDS on CHD risk when adjusting for matching factors. This effect was attenuated after adjusting for known CVD risk factors. Of the metabolites in the MDS, tryptophan and threonine were inversely associated with incident CHD risk in univariate models. In PREDIMED, each one SD increase in the MDS was associated with an OR of 1.19 (95% CI: 1.00 – 1.41) for incident CVD risk, after adjusting all risk factors. Similar associations were observed in men and women. Four metabolites in the MDS were associated with incident CVD risk in PREDIMED in univariate models. Biliverdin and C36:5 phosphatidylcholine (PC) plasmalogen had inverse associations; C16:0 ceramide and C18:0 lysophosphatidylethanolamine (LPE) each had positive associations with CVD risk. Conclusions: Our study points to molecular alterations that may underlie the association between chronic distress and subsequent risk of cardiovascular disease in adults. © 2023 Elsevier B.V., All rights reserved.","Cardiovascular Disease; Distress; Metabolomics; Biliverdin; C Reactive Protein; Phosphatidylcholine; Threonine; Tryptophan; Cholesterol, Hdl; Biliverdin; C Reactive Protein; Ceramide; High Density Lipoprotein Cholesterol; Phosphatidylcholine; Plasmalogen; Threonine; Tryptophan; Aged; Article; Cardiovascular Disease; Cardiovascular Risk; Case Control Study; Clinical Article; Controlled Study; Cross-sectional Study; Distress Syndrome; Evaluation Study; Female; Human; Incidence; Inflammation; Male; Metabolic Fingerprinting; Postmenopause; Risk Factor; Complication; Cardiovascular Diseases; Cholesterol, Hdl; Cross-sectional Studies; Female; Humans; Inflammation; Male; Risk Factors"
"Early-life noise exposure causes cognitive impairment in a sex-dependent manner by disrupting homeostasis of the microbiota–gut–brain axis","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169815295&doi=10.1016%2Fj.bbi.2023.08.021&partnerID=40&md5=92dc77a79162d11c686d7f097f42512d","Epidemiological investigations show that noise exposure in early life is associated with health and cognitive impairment. The gut microbiome established in early life plays a crucial role in modulating developmental processes that subsequently affect brain function and behavior. Here, we examined the impact of early-life exposure to noise on cognitive function in adolescent rats by analyzing the gut microbiome and metabolome to elucidate the underlying mechanisms. Chronic noise exposure during early life led to cognitive deficits, hippocampal injury, and neuroinflammation. Early-life noise exposure showed significant difference on the composition and function of the gut microbiome throughout adolescence, subsequently causing axis-series changes in fecal short-chain fatty acid (SCFA) metabolism and serum metabolome profiles, as well as dysregulation of endothelial tight junction proteins, in both intestine and brain. We also observed sex-dependent effects of microbiota depletion on SCFA-related beneficial bacteria in adolescence. Experiments on microbiota transplantation and SCFA supplementation further confirmed the role of intestinal bacteria and related SCFAs in early-life noise-exposure-induced impairments in cognition, epithelial integrity, and neuroinflammation. Overall, these results highlight the homeostatic imbalance of microbiota–gut–brain axis as an important physiological response toward environmental noise during early life and reveals subtle differences in molecular signaling processes between male and female rats. © 2023 Elsevier B.V., All rights reserved.","Cognitive Function; Early-life; Gut Microbiota; Inflammatory Response; Noise Exposure; Sex-dependent; Short-chain Fatty Acid; Fatty Acids, Volatile; Dna 16s; Immunoglobulin Enhancer Binding Protein; Short Chain Fatty Acid; Tight Junction Protein; Volatile Fatty Acid; Adolescent; Article; Brain; Brain Function; Brain Injury; Brain-gut Axis; Cognition; Cognitive Defect; Controlled Study; Dna Sequencing; Early Life Noise Exposure; Endothelium; Enzyme Linked Immunosorbent Assay; Exposure; Fecal Microbiota Transplantation; Feces Analysis; Female; Hippocampal Injury; Homeostasis; Human; Intestine; Intestine Flora; Lipid Metabolism; Male; Mass Fragmentography; Metabolome; Microbial Community; Morris Water Maze Test; Nervous System Inflammation; Nf Kb Signaling; Nonhuman; Rat; Sex Difference; Signal Transduction; Transmission Electron Microscopy; Western Blotting; Animal; Metabolism; Physiology; Animals; Brain-gut Axis; Cognitive Dysfunction; Fatty Acids, Volatile; Female; Gastrointestinal Microbiome; Homeostasis; Male; Neuroinflammatory Diseases; Rats"
"Associations of potential plasma biomarkers with suicide attempt history, current suicidal ideation and subsequent suicidal events in patients with depression: A discovery study","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169780071&doi=10.1016%2Fj.bbi.2023.08.025&partnerID=40&md5=21a611362a066481f29bc56c2322618c","A growing body of evidences suggests that suicidal ideation (SI) and suicidal behaviors have biological bases. However, no biological marker is currently available to evaluate the suicide risk in individuals with SI or suicide attempt (SA). Moreover, the current risk assessment techniques poorly predict future suicidal events. The aim of this study was to examine the association of 39 new and already described peripheral cells and proteins (implicated in the immune system, oxidative stress and plasticity) with lifetime SA, past month SA, current SI, and future suicidal events (visit to the Emergency Department for SI or SA) in 266 treatment-seeking individuals with mood disorders. Equal parts of patients with and without past history of SA were recruited. All individuals at inclusion gave blood, were evaluated for SA recency, current SI, and were followed for two years afterwards. The 39 peripheral blood cellular and protein markers were entered separately for each outcome in Elastic Net models with 10-fold cross-validation, followed by single-analyte covariate-adjusted regression analyses for pre-selected analytes. Past month SA was associated with increased plasma levels of thrombospondin-2 and C-reactive protein, whereas current SI was associated with lower plasma serotonin levels. These associations were robust to adjustments for key covariates and corrections for multiple testing. The Cox proportional hazards regression showed that higher levels of thrombospondin-1 and of platelet-derived growth factor-AB predicted a future suicidal event. These two associations remained after adjustment for sex, age, and SA history, and outperformed the predictive value of past SA. Thrombospondins and platelet-derived growth factors have never been investigated in the context of suicide. Altogether, our results highlight the involvement in the suicidal process of platelet biological response and plasticity modifiers and also of inflammatory factors. They also suggest that SI and SA may have different biological correlates and that biomarkers associated with past SA or current SI do not automatically also predict future events. © 2023 Elsevier B.V., All rights reserved.","Biomarker; Cohort; Depression; Platelets; Suicide; C Reactive Protein; Lithium; Serotonin; Thrombospondin 2; C800; Anticonvulsive Agent; Antidepressant Agent; Benzodiazepine Derivative; Biological Marker; C Reactive Protein; Cell Marker; Lithium; Neuroleptic Agent; Plasma Protein; Platelet Derived Growth Factor Ab; Serotonin; Thrombospondin 2; Adult; Age; Article; Clinical Feature; Cohort Analysis; Comparative Study; Controlled Study; Cross Validation; Cross-sectional Study; Depression; Disease Association; Disease Marker; Emergency Ward; Enzyme Linked Immunosorbent Assay; Female; Follow Up; Gender; Help Seeking Behavior; Human; Human Cell; Immune System; Major Clinical Study; Male; Medical History; Mental Disease; Mental Patient; Mood Disorder; Observational Study; Oxidative Stress; Plasma; Plasticity; Predictive Value; Proportional Hazards Model; Prospective Study; Protein Blood Level; Psychosis; Regression Analysis; Serotonin Blood Level; Suicidal Ideation; Suicide; Suicide Attempt; Thrombocyte"
"Neuroimaging biomarkers of glial activation for predicting the annual cognitive function decline in patients with Alzheimer's disease","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169780003&doi=10.1016%2Fj.bbi.2023.08.027&partnerID=40&md5=7c5453d9a0162ffbfd1137f9f7bb8153","Background: Glial activation is central to the pathogenesis of Alzheimer's disease (AD). However, researchers have not demonstrated its relationship to longitudinal cognitive deterioration. We aimed to compare the prognostic effects of baseline positron emission tomography (PET) imaging of glial activation and amyloid/tau pathology on the successive annual cognitive decline in patients with AD. Methods: We selected 17 patients diagnosed with mild cognitive impairment or AD. We assessed the annual changes in global cognition and memory. Furthermore, we assessed the predictive effects of baseline amyloid and tau pathology indicated by cerebrospinal fluid (CSF) concentrations and PET imaging of glial activation (11C-DPA-713-binding potential in the area of Braak 1–3 [11C-DPA-713-BP<inf>ND</inf>]) on global cognition and memory using a stepwise regression analysis. Results: The final multiple regression model of annual changes in global cognition and memory scores included 11C-DPA-713-BP<inf>ND</inf> as the predictor. The CSF Aβ42/40 ratios and p-tau concentrations were removed from the final model. In stepwise Bayesian regression analysis, the Bayes factor-based model comparison suggested that the best model included 11C-DPA-713-BP<inf>ND</inf> as the predictor of decline in global cognition and memory. Conclusions: Translocator protein–PET imaging of glial activation is a stronger predictor of AD clinical progression than the amount of amyloid/tau pathology measured using CSF concentrations. Glial activation is the primary cause of tau-induced neuronal toxicity and cognitive deterioration, thereby highlighting the potential of blocking maladaptive microglial responses as a therapeutic strategy for AD treatment. © 2023 Elsevier B.V., All rights reserved.","Alzheimer's Disease; Cognitive Decline; Glial Activation; Neuroinflammation; Positron Emission Tomography; Tau Pathology; Amyloid Beta Protein; Amyloid Beta-peptides; Biomarkers; N,n-diethyl-2-(2-(4-methoxyphenyl)-5,7-dimethyl-pyrazolo(1,5-a)pyrimidin-3-yl)-acetamide; Tau Proteins; Amyloid Beta Protein[1-40]; Amyloid Beta Protein[1-42]; Dpa 713 C 11; Radioisotope; Tau Protein; Unclassified Drug; Amyloid Beta Protein; Biological Marker; N,n-diethyl-2-(2-(4-methoxyphenyl)-5,7-dimethyl-pyrazolo(1,5-a)pyrimidin-3-yl)-acetamide; Aged; Alzheimer Disease; Article; Cerebrospinal Fluid Analysis; Clinical Article; Cognition; Cognitive Defect; Comparative Study; Disease Course; Female; Glia Cell; Human; Human Cell; Male; Memory; Mental Deterioration; Mild Cognitive Impairment; Neuroimaging; Neurotoxicity; Pathogenesis; Positron Emission Tomography; Prediction; Prognosis; Bayes Theorem; Cerebrospinal Fluid; Diagnostic Imaging; Pathology; Physiology; Procedures; Alzheimer Disease; Amyloid Beta-peptides; Bayes Theorem; Biomarkers; Cognition; Cognitive Dysfunction; Humans; Neuroimaging; Positron-emission Tomography; Tau Proteins"
"Risk factors for poor COVID-19 outcomes in patients with psychiatric disorders","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169610946&doi=10.1016%2Fj.bbi.2023.08.024&partnerID=40&md5=669ad3cb5b0ed9b2b96cbf6c8067f645","Background: Coronavirus disease 2019 (COVID-19) has been found to have a greater impact on individuals with pre-existing psychiatric disorders. However, the underlying reasons for this increased risk have yet to be determined. This study aims to investigate the potential factors contributing poor outcomes among COVID-19 patients with psychiatric disorders, including delayed diagnosis of infection, vaccination rates, immune response, and the use of psychotropic medications. Methods: This retrospective cohort study analyzed medical records of 15,783 adult patients who were diagnosed with COVID-19 infection by positive PCR tests between January and September 2022 at a single medical center. We identified psychiatric diagnoses using ICD-9 diagnostic codes from the preceding 3 years before COVID infection. Primary outcome was in-hospital mortality and secondary outcomes were severe illness requiring intensive care or mechanical ventilation, and hospitalization within 45 days after a positive COVID-19 test. We compared the rates of outcomes, viral load, vaccination status at the time of positive test, psychotropic medications prescription within 90 days prior, antiviral medication use, and blood inflammation markers between patients with and without psychiatric disorders. The Cox proportional hazard model was used to examine the association of psychiatric diagnoses, vaccination status, and psychotropic medication prescription with poor outcomes. Results: Patients with psychiatric disorders demonstrated higher rates of severe illness (10.4% v.s. 7.1%) and hospitalization (16.4% vs. 11.3%), as well as a shorter duration to in-hospital mortality (6 vs. 12.5 days) compared to non-psychiatric patients. Psychiatric patients had higher vaccination rates and lower levels of inflammatory markers than non-psychiatric patients. Antipsychotic medication use was associated with in-hospital mortality (hazard ratio [HR] = 4.79, 95% confidence interval [CI] = 1.23–18.7), while being unvaccinated was associated with hospitalization (HR = 1.81, 95% CI = 1.29 to 2.54) and severe illness (HR = 3.23, 95% CI = 1.95 to 5.34) among patients with psychiatric disorders. Sedatives prescription was associated with all poor outcomes in general patients. Conclusion: Considering the narrow time window between a positive COVID-19 test and poor outcomes, healthcare providers should undertake close monitoring of patients with preexisting psychiatric disorders during the initial days after a positive PCR test. Furthermore, caution should be taken when prescribing psychotropic medications, with special attention to antipsychotics. © 2023 Elsevier B.V., All rights reserved.","Covid-19; Mental Disorder; Mortality; Severity; Antipsychotic Agents; Psychotropic Agent; Neuroleptic Agent; Adult; Article; Artificial Ventilation; Body Mass; Cohort Analysis; Comorbidity; Controlled Study; Coronavirus Disease 2019; Delayed Diagnosis; Disease Severity; Female; Hospital Mortality; Human; Icd-9; Immune Response; Major Clinical Study; Male; Mental Disease; Outcome Assessment; Patient Monitoring; Polymerase Chain Reaction; Prescription; Proportional Hazards Model; Retrospective Study; Risk Factor; Smoking Habit; Vaccination; Virus Load; Complication; Adult; Antipsychotic Agents; Covid-19; Humans; Mental Disorders; Retrospective Studies; Risk Factors"
"Group 1 metabotropic glutamate receptor expression defines a T cell memory population during chronic Toxoplasma infection that enhances IFN-gamma and perforin production in the CNS","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169560054&doi=10.1016%2Fj.bbi.2023.08.015&partnerID=40&md5=41af6ec4f8d1bcec943b7e1b88bce9fe","Within the brain, a pro-inflammatory response is essential to prevent clinical disease due to Toxoplasma gondii reactivation. Infection in the immunocompromised leads to lethal Toxoplasmic encephalitis while in the immunocompetent, there is persistent low-grade inflammation which is devoid of clinical symptoms. This signifies that there is a well-balanced and regulated inflammatory response to T. gondii in the brain. T cells are the dominant immune cells that prevent clinical disease, and this is mediated through the secretion of effector molecules such as perforins and IFN-γ. The presence of cognate antigen, the expression of survival cytokines, and the alteration of the epigenetic landscape drive the development of memory T cells. However, specific extrinsic signals that promote the formation and maintenance of memory T cells within tissue are poorly understood. During chronic infection, there is an increase in extracellular glutamate that, due to its function as an excitatory neurotransmitter, is normally tightly controlled in the CNS. Here we demonstrate that CD8+ T cells from the T. gondii-infected brain parenchyma are enriched for metabotropic glutamate receptors (mGluR's). Characterization studies determined that mGluR+ expression by CD8+ T cells defines a distinct memory population at the transcriptional and protein level. Finally, using receptor antagonists and agonists we demonstrate mGluR signaling is required for optimal CD8+ T cell production of the effector cytokine IFNγ. This work suggests that glutamate is an important environmental signal of inflammation that promotes T cell function. Understanding glutamate's influence on T cells in the brain can provide insights into the mechanisms that govern protective immunity against CNS-infiltrating pathogens and neuroinflammation. © 2023 Elsevier B.V., All rights reserved.","Cd8 T Cells; Memory T Cells; Metabotropic Glutamate Receptors; Mglur1; Mglur5; Neuroimmunology; Scrnaseq; Single Cell Rna Sequencing; Toxoplasma; Gamma Interferon; Glutamic Acid; Perforin; Gamma Interferon; Glutamic Acid; Metabotropic Receptor; Perforin; Animal Cell; Animal Experiment; Animal Model; Antigen Expression; Article; Bacterial Immunity; Cell Proliferation; Central Nervous System; Chronic Infection; Clinical Feature; Controlled Study; Cytokine Release; Epigenetics; Excitatory Junction Potential; Extracellular Matrix; Immunocompetent Cell; Male; Memory Assessment; Memory T Lymphocyte; Mouse; Nervous System Inflammation; Nonhuman; Parenchyma; Phenotype; Protein Expression Level; Signal Transduction; Toxoplasma Gondii; Toxoplasmosis"
"Perinatal serotonergic manipulation shapes anhedonic and cognitive behaviors in a sex- and age-dependent manner: Identification of related biological functions at central and peripheral level","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169558930&doi=10.1016%2Fj.bbi.2023.08.016&partnerID=40&md5=9f7643086213ad5b28a4b348b9d9dc69","Poor knowledge about psychiatric disorders often results in similar diagnoses for patients with different symptoms, thus limiting the effectiveness of the available medications. As suggested by several lines of evidence, to improve these shortcomings, it is essential to identify biomarkers associated with specific symptoms and to stratify patients into more homogeneous populations taking a further step toward personalized medicine. Here, we aimed to associate specific behavioral phenotypes with specific molecular alterations by employing an animal model based on the pharmacological manipulation of the serotonergic system, which mimics a condition of vulnerability to develop psychiatric disorders. In particular, we treated female and male rats with fluoxetine (FLX 15 mg/kg dissolved in drinking water) during prenatal or early postnatal life, and we evaluated different pathological-like phenotypes (cognitive deficit, anhedonia, and anxiety) by exposing the rats to a battery of behavioral tests during adolescence and adulthood. In addition, we carried out molecular analyses on specific brain areas and in the blood. Our results showed that perinatal FLX administration determined age- and sex-dependent effects, with males being more sensitive to prenatal manipulation and manifesting anhedonic-like behavior and females to early postnatal exposure, exhibiting cognitive deficits and a less anxious phenotype. Furthermore, we identified, peripherally and centrally, biological functions altered by perinatal serotonin modulation regardless of the timing of exposure and sex, and other pathways specific for the pathological-like phenotypes. The results presented here provide new insights into potential biomarkers associated with specific behavioral phenotypes that may be useful for broadening knowledge about psychiatric conditions. © 2023 Elsevier B.V., All rights reserved.","Anhedonia; Blood; Brain; Cognition; Gene Ontology; Pathway; Rat; Fluoxetine; Serotonin; Biomarkers; Fluoxetine; Selective Serotonin Reuptake Inhibitors; Biological Marker; Drinking Water; Fluoxetine; Serotonin; Serotonin Uptake Inhibitor; Adolescence; Adult; Age; Anhedonia; Animal Experiment; Animal Model; Animal Tissue; Anxiety; Article; Birth Rate; Blood Analysis; Body Weight; Brain; Cognition; Cognitive Defect; Controlled Study; Disease Association; Experimental Behavioral Test; Female; Gene Expression; Gene Ontology; Impulsiveness; Male; Mental Disease; Nonhuman; Perinatal Exposure; Perinatal Period; Phenotype; Prenatal Period; Rat; Serotoninergic System; Sex Difference; Animal; Animal Behavior; Drug Therapy; Human; Pregnancy; Prenatal Exposure; Animals; Anxiety; Behavior, Animal; Biomarkers; Brain; Cognition; Female; Fluoxetine; Humans; Male; Pregnancy; Prenatal Exposure Delayed Effects; Rats; Selective Serotonin Reuptake Inhibitors"
"Machine learning models of plasma proteomic data predict mood in chronic stroke and tie it to aberrant peripheral immune responses","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169332945&doi=10.1016%2Fj.bbi.2023.08.002&partnerID=40&md5=cd44e5a591db76cfdd1e39b8f354f7d3","Post-stroke depression is common, long-lasting and associated with severe morbidity and death, but mechanisms are not well-understood. We used a broad proteomics panel and developed a machine learning algorithm to determine whether plasma protein data can predict mood in people with chronic stroke, and to identify proteins and pathways associated with mood. We used Olink to measure 1,196 plasma proteins in 85 participants aged 25 and older who were between 5 months and 9 years after ischemic stroke. Mood was assessed with the Stroke Impact Scale mood questionnaire (SIS3). Machine learning multivariable regression models were constructed to estimate SIS3 using proteomics data, age, and time since stroke. We also dichotomized participants into better mood (SIS3 > 63) or worse mood (SIS3 ≤ 63) and analyzed candidate proteins. Machine learning models verified that there is indeed a relationship between plasma proteomic data and mood in chronic stroke, with the most accurate prediction of mood occurring when we add age and time since stroke. At the individual protein level, no single protein or set of proteins predicts mood. But by using univariate analyses of the proteins most highly associated with mood we produced a model of chronic post-stroke depression. We utilized the fact that this list contained many proteins that are also implicated in major depression. Also, over 80% of immune proteins that correlate with mood were higher with worse mood, implicating a broadly overactive immune system in chronic post-stroke depression. Finally, we used a comprehensive literature review of major depression and acute post-stroke depression. We propose that in chronic post-stroke depression there is over-activation of the immune response that then triggers changes in serotonin activity and neuronal plasticity leading to depressed mood. © 2023 Elsevier B.V., All rights reserved.","Biomarker; Depression; Machine Learning; Proteomics; Proximity Extension Assay; Stroke; Serotonin; Serotonin; Adult; Age; Aged; Article; Clinical Feature; Cohort Analysis; Controlled Study; Disease Association; Female; Human; Immune Response; Immune System; Ischemic Stroke; Learning Algorithm; Machine Learning; Major Clinical Study; Male; Mood; Nerve Cell Plasticity; Nervous System Parameters; Neurologic Disease Assessment; Post-stroke Depression; Prediction; Process Development; Protein Blood Level; Proteomics; Stroke Impact Scale Mood Questionnaire; Time Since Stroke; Affect; Cerebrovascular Accident; Complication; Depression; Affect; Depression; Humans; Machine Learning; Proteomics; Stroke"
"Associations between prenatal maternal stress, maternal inflammation during pregnancy, and children's internalizing and externalizing symptoms throughout childhood","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169051514&doi=10.1016%2Fj.bbi.2023.08.017&partnerID=40&md5=e8cb96dfbadb621cb9e7e9c13ffc5b69","Background: Maternal immune activation is a potential mechanism underlying associations between maternal stress during pregnancy and offspring mental health problems. This study examined associations between prenatal maternal stress, maternal inflammation during pregnancy, and children's internalizing and externalizing symptoms from 3 to 10 years of age, and whether maternal inflammation mediated the associations between prenatal maternal stress and children's internalizing and externalizing symptoms. Methods: This study comprised 4,902 mother–child dyads in the Generation R study. Prenatal maternal stress was assessed using self-reported data collected during pregnancy and analyzed as a latent variable consisting of four stress domains. Maternal inflammation during pregnancy was assessed using serum concentrations of C-reactive protein (CRP) measured at a median of 13.5 weeks’ gestation. Child internalizing and externalizing symptoms were assessed using the Child Behavior Checklist (CBCL) by maternal report at ages 3 years, 5 years, and 10 years; paternal-reported CBCL data were also available at 3 years and 10 years. Results: Prenatal maternal stress was associated with maternal-reported internalizing and externalizing symptoms of the child at 3, 5, and 10 years of age, and with paternal-reported internalizing and externalizing symptoms at 3 and 10 years. Prenatal maternal stress was associated with maternal CRP concentrations prior to, but not after, covariate adjustment. Maternal CRP concentrations during pregnancy were associated with paternal-reported internalizing symptoms of offspring at 10 years of age prior to, but not after, covariate adjustment. There was no evidence that CRP concentrations mediated the associations between prenatal maternal stress and children's internalizing or externalizing symptoms. Conclusions: Maternal stress during pregnancy is associated with higher levels of internalizing and externalizing symptoms in children, but this association is not because of differences in maternal immune activation linked to maternal stress. Replication of these findings in other cohorts is required; examination of other biomarkers or variation in immune activity during pregnancy would also benefit from further exploration. © 2023 Elsevier B.V., All rights reserved.","Cohort Study; Externalizing Symptoms; Inflammation; Internalizing Symptoms; Prenatal Stress; C Reactive Protein; C Reactive Protein; Adolescent; Adult; Article; Child; Child Behavior; Child Behavior Checklist; Cohort Analysis; Controlled Study; Disease Association; Externalizing Disorder; Female; Gestational Age; Human; Inflammation; Information Processing; Internalizing Disorder; Major Clinical Study; Mother Child Relation; Pathophysiology; Pregnancy Disorder; Prenatal Stress; Protein Blood Level; School Child; Self Report; Sex Difference; Pregnancy; Child; Female; Humans; Inflammation; Pregnancy"
"Oxytocin alleviates cognitive and memory impairments by decreasing hippocampal microglial activation and synaptic defects via OXTR/ERK/STAT3 pathway in a mouse model of sepsis-associated encephalopathy","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169044720&doi=10.1016%2Fj.bbi.2023.08.023&partnerID=40&md5=eb30c929825cbca223bbbc61d004bd67","Background: Sepsis-associated encephalopathy (SAE) is a diffuse brain dysfunction, characterized by cognitive and memory impairments closely linked to hippocampal dysfunction. Though it is well-known that SAE is a diffuse brain dysfunction with microglial activation, the pathological mechanisms of SAE are not well established and effective clinical interventions are lacking. Oxytocin (OXT) is reported to have anti-inflammatory and neuroprotective roles. However, the effects of OXT on SAE and the underlying mechanisms are not clear. Methods: SAE was induced in adult C57BL/6J male mice by cecal ligation and perforation (CLP) surgery. Exogenous OXT was intranasally applied after surgery. Clinical score, survivor rate, cognitive and memory behaviors, and hippocampal neuronal and non-neuronal functions were evaluated. Cultured microglia challenged with lipopolysaccharide (LPS) were used to investigate the effects of OXT on microglial functions, including inflammatory cytokines release and phagocytosis. The possible intracellular signal pathways involved in the OXT-induced neuroprotection were explored with RNA sequencing. Results: Hippocampal OXT level decreases, while the expression of OXT receptor (OXTR) increases around 24 h after CLP surgery. Intranasal OXT application at a proper dose increases mouse survival rate, alleviates cognitive and memory dysfunction, and restores hippocampal synaptic function and neuronal activity via OXTR in the SAE model. Intraperitoneal or local administration of the OXTR antagonist L-368,899 in hippocampal CA1 region inhibited the protective effects of OXT. Moreover, during the early stages of sepsis, hippocampal microglia are activated, while OXT application reduces microglial phagocytosis and the release of inflammatory cytokines, thereby exerting a neuroprotective effect. OXT may improve the SAE outcomes via the OXTR-ERK-STAT3 signaling pathway. Conclusion: Our study uncovers the dysfunction of the OXT signal in SAE and shows that intranasal OXT application at a proper dose can alleviate SAE outcomes by reducing microglial overactivation, suggests that OXT may be a promising therapeutic approach in managing SAE patients. © 2023 Elsevier B.V., All rights reserved.","Microglial Activation; Neuroinflammation; Oxytocin; Sepsis-associated Encephalopathy; Synapse; Mitogen Activated Protein Kinase 1; Oxytocin; Lipopolysaccharide; Mitogen Activated Protein Kinase 1; Oxytocin; Oxytocin Antagonist; Oxytocin Receptor; Stat3 Protein; Animal Cell; Animal Experiment; Animal Model; Article; Brain Region; Cecal Ligation And Puncture-induced Sepsis; Cell Activation; Cognitive Defect; Controlled Study; Cytokine Release; Drug Efficacy; Drug Mechanism; Drug Response; Hek293 Cell Line; Hippocampal Ca1 Region; Intracellular Signaling; Male; Memory Disorder; Microglia; Mouse; Nervous System Inflammation; Neuroprotection; Nonhuman; Phagocytosis; Protein Expression; Protein Function; Rna Sequence; Rna Sequencing; Sepsis Associated Encephalopathy; Survival Rate; Survivor; Synapse"
"Beyond biopsychosocial: The keystone mechanism theory of pain","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169041001&doi=10.1016%2Fj.bbi.2023.08.018&partnerID=40&md5=5f5962ddae8cd7373e075572b907737d","Pain is a deeply personal experience, with interindividual differences in its chronification and treatment presenting a formidable healthcare challenge. The biopsychosocial model (BPSm) has been hugely influential within nascent attempts at precision pain medicine, steering the field away from a reductionist biomechanical viewpoint and emphasising complex interactions of biological, psychological, and social factors which shape the individuality of pain. However, despite offering a strong theoretical foundation and holistic perspective, we contend that the BPSm remains limited in its capacity to deliver truly mechanistically informed treatment of pain. We therefore propose the keystone model of pain which offers a pragmatic balance between the dimensionality expansive BPSm and overly reductive approaches, providing both theoretical and practical advantages for the transition from treating populations to individual people. © 2023 Elsevier B.V., All rights reserved.","Analgesic; Biopsychosocial; Chronic; Cpm; Keystone; Mechanism; Model; Neuroimaging; Pain; Pathophysiology; Pharmacotherapy; Precision Medicine; Psychometry; Qst; Response; Stratification; Stratified; Theory; Treatment; Botulinum Toxin A; Duloxetine; Ketamine; Analgesics; Analgesic Agent; Botulinum Toxin A; Duloxetine; Ion Transport Affecting Agent; Ketamine; Narcotic Analgesic Agent; Transient Receptor Potential Channel A1 Inhibitor; Unclassified Drug; Article; Biopsychosocial Model; Causal Attribution; Chronic Pain; Conceptual Framework; Conditioned Pain Modulation; Diabetic Neuropathy; Functional Magnetic Resonance Imaging; Human; Individuality; Keystone Mechanism Theory Of Pain; Neuroimaging; Neuromodulation; Neuropathic Pain; Nociception; Osteoarthritis; Pain; Pathophysiology; Personal Experience; Personalized Medicine; Psychological Aspect; Psychometry; Psychotherapy; Quantitative Sensory Testing; Social Aspect; Theory; Treatment Response; Trigeminus Neuralgia; Analgesics; Chronic Pain; Humans; Pain"
